id	label
0004848	ureidoglycolate hydrolase activity
0004849	uridine kinase activity
0004850	uridine phosphorylase activity
0004851	uroporphyrin-III C-methyltransferase activity
0004852	uroporphyrinogen-III synthase activity
0004853	uroporphyrinogen decarboxylase activity
0004854	xanthine dehydrogenase activity
0004855	xanthine oxidase activity
0004856	xylulokinase activity
0004857	enzyme inhibitor activity
0004859	phospholipase inhibitor activity
0004860	protein kinase inhibitor activity
0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity
0004862	cAMP-dependent protein kinase inhibitor activity
0004864	protein phosphatase inhibitor activity
0004865	protein serine/threonine phosphatase inhibitor activity
0004866	endopeptidase inhibitor activity
0004867	serine-type endopeptidase inhibitor activity
0004869	cysteine-type endopeptidase inhibitor activity
0004871	signal transducer activity
0004872	receptor activity
0004873	asialoglycoprotein receptor activity
0004874	aryl hydrocarbon receptor activity
0004875	complement receptor activity
0004876	complement component C3a receptor activity
0004877	complement component C3b receptor activity
0004878	complement component C5a receptor activity
0004879	ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity
0004882	androgen receptor activity
0004883	glucocorticoid receptor activity
0004884	ecdysteroid hormone receptor activity
0004886	9-cis retinoic acid receptor activity
0004887	thyroid hormone receptor activity
0004888	transmembrane signaling receptor activity
0004889	acetylcholine-activated cation-selective channel activity
0004890	GABA-A receptor activity
0004896	cytokine receptor activity
0004897	ciliary neurotrophic factor receptor activity
0004900	erythropoietin receptor activity
0004903	growth hormone receptor activity
0004904	interferon receptor activity
0004905	type I interferon receptor activity
0004906	interferon-gamma receptor activity
0004908	interleukin-1 receptor activity
0004909	interleukin-1, Type I, activating receptor activity
0004911	interleukin-2 receptor activity
0004912	interleukin-3 receptor activity
0004913	interleukin-4 receptor activity
0004914	interleukin-5 receptor activity
0004915	interleukin-6 receptor activity
0004917	interleukin-7 receptor activity
0004918	interleukin-8 receptor activity
0004919	interleukin-9 receptor activity
0004920	interleukin-10 receptor activity
0004921	interleukin-11 receptor activity
0004923	leukemia inhibitory factor receptor activity
0004924	oncostatin-M receptor activity
0004925	prolactin receptor activity
0004930	G-protein coupled receptor activity
0004931	extracellular ATP-gated cation channel activity
0004932	mating-type factor pheromone receptor activity
0004933	mating-type a-factor pheromone receptor activity
0004934	mating-type alpha-factor pheromone receptor activity
0004935	adrenergic receptor activity
0004936	alpha-adrenergic receptor activity
0004937	alpha1-adrenergic receptor activity
0004938	alpha2-adrenergic receptor activity
0004939	beta-adrenergic receptor activity
0004940	beta1-adrenergic receptor activity
0004941	beta2-adrenergic receptor activity
0004942	anaphylatoxin receptor activity
0004943	C3a anaphylatoxin receptor activity
0004944	C5a anaphylatoxin receptor activity
0004945	angiotensin type II receptor activity
0004946	bombesin receptor activity
0004947	bradykinin receptor activity
0004948	calcitonin receptor activity
0004949	cannabinoid receptor activity
0004950	chemokine receptor activity
0004951	cholecystokinin receptor activity
0004952	dopamine neurotransmitter receptor activity
0004953	icosanoid receptor activity
0004954	prostanoid receptor activity
0004955	prostaglandin receptor activity
0004956	prostaglandin D receptor activity
0004957	prostaglandin E receptor activity
0004958	prostaglandin F receptor activity
0004960	thromboxane receptor activity
0004961	thromboxane A2 receptor activity
0004962	endothelin receptor activity
0004963	follicle-stimulating hormone receptor activity
0004964	luteinizing hormone receptor activity
0004965	G-protein coupled GABA receptor activity
0004966	galanin receptor activity
0004967	glucagon receptor activity
0004968	gonadotropin-releasing hormone receptor activity
0004969	histamine receptor activity
0004970	ionotropic glutamate receptor activity
0004971	alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity
0004972	N-methyl-D-aspartate selective glutamate receptor activity
0004974	leukotriene receptor activity
0004977	melanocortin receptor activity
0004978	corticotropin receptor activity
0004979	beta-endorphin receptor activity
0004980	melanocyte-stimulating hormone receptor activity
0004982	N-formyl peptide receptor activity
0004983	neuropeptide Y receptor activity
0004984	olfactory receptor activity
0004985	opioid receptor activity
0004989	octopamine receptor activity
0004990	oxytocin receptor activity
0004991	parathyroid hormone receptor activity
0004992	platelet activating factor receptor activity
0004993	serotonin receptor activity
0004994	somatostatin receptor activity
0004995	tachykinin receptor activity
0004996	thyroid-stimulating hormone receptor activity
0004997	thyrotropin-releasing hormone receptor activity
0004998	transferrin receptor activity
0004999	vasoactive intestinal polypeptide receptor activity
0005000	vasopressin receptor activity
0005001	transmembrane receptor protein tyrosine phosphatase activity
0005003	ephrin receptor activity
0005004	GPI-linked ephrin receptor activity
0005005	transmembrane-ephrin receptor activity
0005006	epidermal growth factor-activated receptor activity
0005007	fibroblast growth factor-activated receptor activity
0005008	hepatocyte growth factor-activated receptor activity
0005009	insulin-activated receptor activity
0005010	insulin-like growth factor-activated receptor activity
0005011	macrophage colony-stimulating factor receptor activity
0005017	platelet-derived growth factor-activated receptor activity
0005018	platelet-derived growth factor alpha-receptor activity
0005019	platelet-derived growth factor beta-receptor activity
0005020	stem cell factor receptor activity
0005021	vascular endothelial growth factor-activated receptor activity
0005024	transforming growth factor beta-activated receptor activity
0005025	transforming growth factor beta receptor activity, type I
0005026	transforming growth factor beta receptor activity, type II
0005030	neurotrophin receptor activity
0005031	tumor necrosis factor-activated receptor activity
0005034	osmosensor activity
0005035	death receptor activity
0005041	low-density lipoprotein receptor activity
0005042	netrin receptor activity
0005044	scavenger receptor activity
0005046	KDEL sequence binding
0005047	signal recognition particle binding
0005048	signal sequence binding
0005049	nuclear export signal receptor activity
0005052	peroxisome matrix targeting signal-1 binding
0005053	peroxisome matrix targeting signal-2 binding
0005055	laminin receptor activity
0005057	receptor signaling protein activity
0005068	transmembrane receptor protein tyrosine kinase adaptor activity
0005070	SH3/SH2 adaptor activity
0005072	transforming growth factor beta receptor, cytoplasmic mediator activity
0005078	MAP-kinase scaffold activity
0005080	protein kinase C binding
0005083	small GTPase regulator activity
0005085	guanyl-nucleotide exchange factor activity
0005086	ARF guanyl-nucleotide exchange factor activity
0005087	Ran guanyl-nucleotide exchange factor activity
0005088	Ras guanyl-nucleotide exchange factor activity
0005089	Rho guanyl-nucleotide exchange factor activity
0005090	Sar guanyl-nucleotide exchange factor activity
0005091	guanyl-nucleotide exchange factor adaptor activity
0005092	GDP-dissociation inhibitor activity
0005093	Rab GDP-dissociation inhibitor activity
0005094	Rho GDP-dissociation inhibitor activity
0005095	GTPase inhibitor activity
0005096	GTPase activator activity
0005097	Rab GTPase activator activity
0005098	Ran GTPase activator activity
0005099	Ras GTPase activator activity
0005100	Rho GTPase activator activity
0005101	Sar GTPase activator activity
0005102	receptor binding
0005104	fibroblast growth factor receptor binding
0005105	type 1 fibroblast growth factor receptor binding
0005109	frizzled binding
0005110	frizzled-2 binding
0005111	type 2 fibroblast growth factor receptor binding
0005112	Notch binding
0005113	patched binding
0005114	type II transforming growth factor beta receptor binding
0005115	receptor tyrosine kinase-like orphan receptor binding
0005118	sevenless binding
0005119	smoothened binding
0005121	Toll binding
0005122	torso binding
0005123	death receptor binding
0005124	scavenger receptor binding
0005125	cytokine activity
0005126	cytokine receptor binding
0005127	ciliary neurotrophic factor receptor binding
0005128	erythropoietin receptor binding
0005129	granulocyte macrophage colony-stimulating factor receptor binding
0005130	granulocyte colony-stimulating factor receptor binding
0005131	growth hormone receptor binding
0005132	interferon-alpha/beta receptor binding
0005133	interferon-gamma receptor binding
0005134	interleukin-2 receptor binding
0005135	interleukin-3 receptor binding
0005136	interleukin-4 receptor binding
0005137	interleukin-5 receptor binding
0005138	interleukin-6 receptor binding
0005139	interleukin-7 receptor binding
0005140	interleukin-9 receptor binding
0005141	interleukin-10 receptor binding
0005142	interleukin-11 receptor binding
0005143	interleukin-12 receptor binding
0005144	interleukin-13 receptor binding
0005146	leukemia inhibitory factor receptor binding
0005147	oncostatin-M receptor binding
0005148	prolactin receptor binding
0005149	interleukin-1 receptor binding
0005150	interleukin-1, Type I receptor binding
0005151	interleukin-1, Type II receptor binding
0005152	interleukin-1 receptor antagonist activity
0005153	interleukin-8 receptor binding
0005154	epidermal growth factor receptor binding
0005157	macrophage colony-stimulating factor receptor binding
0005158	insulin receptor binding
0005159	insulin-like growth factor receptor binding
0005160	transforming growth factor beta receptor binding
0005161	platelet-derived growth factor receptor binding
0005163	nerve growth factor receptor binding
0005164	tumor necrosis factor receptor binding
0005165	neurotrophin receptor binding
0005166	neurotrophin p75 receptor binding
0005167	neurotrophin TRK receptor binding
0005168	neurotrophin TRKA receptor binding
0005169	neurotrophin TRKB receptor binding
0005171	hepatocyte growth factor receptor binding
0005172	vascular endothelial growth factor receptor binding
0005173	stem cell factor receptor binding
0005174	CD40 receptor binding
0005175	CD27 receptor binding
0005176	ErbB-2 class receptor binding
0005178	integrin binding
0005179	hormone activity
0005183	gonadotropin hormone-releasing hormone activity
0005184	neuropeptide hormone activity
0005186	pheromone activity
0005198	structural molecule activity
0005199	structural constituent of cell wall
0005200	structural constituent of cytoskeleton
0005201	extracellular matrix structural constituent
0005212	structural constituent of eye lens
0005213	structural constituent of chorion
0005214	structural constituent of chitin-based cuticle
0005215	transporter activity
0005216	ion channel activity
0005217	intracellular ligand-gated ion channel activity
0005218	intracellular ligand-gated calcium channel activity
0005219	ryanodine-sensitive calcium-release channel activity
0005220	inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity
0005221	intracellular cyclic nucleotide activated cation channel activity
0005222	intracellular cAMP activated cation channel activity
0005223	intracellular cGMP activated cation channel activity
0005224	ATP-binding and phosphorylation-dependent chloride channel activity
0005225	volume-sensitive anion channel activity
0005227	calcium activated cation channel activity
0005228	intracellular sodium activated potassium channel activity
0005229	intracellular calcium activated chloride channel activity
0005230	extracellular ligand-gated ion channel activity
0005231	excitatory extracellular ligand-gated ion channel activity
0005232	serotonin-activated cation-selective channel activity
0005234	extracellular-glutamate-gated ion channel activity
0005237	inhibitory extracellular ligand-gated ion channel activity
0005242	inward rectifier potassium channel activity
0005243	gap junction channel activity
0005244	voltage-gated ion channel activity
0005245	voltage-gated calcium channel activity
0005246	calcium channel regulator activity
0005247	voltage-gated chloride channel activity
0005248	voltage-gated sodium channel activity
0005249	voltage-gated potassium channel activity
0005250	A-type (transient outward) potassium channel activity
0005251	delayed rectifier potassium channel activity
0005252	open rectifier potassium channel activity
0005253	anion channel activity
0005254	chloride channel activity
0005261	cation channel activity
0005262	calcium channel activity
0005267	potassium channel activity
0005272	sodium channel activity
0005274	allantoin uptake transmembrane transporter activity
0005275	amine transmembrane transporter activity
0005277	acetylcholine transmembrane transporter activity
0005280	hydrogen:amino acid symporter activity
0005283	sodium:amino acid symporter activity
0005287	high affinity basic amino acid transmembrane transporter activity
0005289	high affinity arginine transmembrane transporter activity
0005290	L-histidine transmembrane transporter activity
0005291	high affinity L-histidine transmembrane transporter activity
0005292	high affinity lysine transmembrane transporter activity
0005294	neutral L-amino acid secondary active transmembrane transporter activity
0005295	neutral amino acid:sodium symporter activity
0005297	hydrogen:proline symporter activity
0005298	proline:sodium symporter activity
0005300	high-affinity tryptophan transmembrane transporter activity
0005302	L-tyrosine transmembrane transporter activity
0005304	L-valine transmembrane transporter activity
0005307	choline:sodium symporter activity
0005308	creatine transmembrane transporter activity
0005309	creatine:sodium symporter activity
0005310	dicarboxylic acid transmembrane transporter activity
0005313	L-glutamate transmembrane transporter activity
0005314	high-affinity glutamate transmembrane transporter activity
0005315	inorganic phosphate transmembrane transporter activity
0005316	high affinity inorganic phosphate:sodium symporter activity
0005319	lipid transporter activity
0005324	long-chain fatty acid transporter activity
0005325	peroxisomal fatty-acyl-CoA transporter activity
0005326	neurotransmitter transporter activity
0005328	neurotransmitter:sodium symporter activity
0005329	dopamine transmembrane transporter activity
0005330	dopamine:sodium symporter activity
0005332	gamma-aminobutyric acid:sodium symporter activity
0005333	norepinephrine transmembrane transporter activity
0005334	norepinephrine:sodium symporter activity
0005335	serotonin:sodium symporter activity
0005337	nucleoside transmembrane transporter activity
0005338	nucleotide-sugar transmembrane transporter activity
0005342	organic acid transmembrane transporter activity
0005343	organic acid:sodium symporter activity
0005344	oxygen transporter activity
0005345	purine nucleobase transmembrane transporter activity
0005346	purine ribonucleotide transmembrane transporter activity
0005347	ATP transmembrane transporter activity
0005350	pyrimidine nucleobase transmembrane transporter activity
0005351	sugar:hydrogen symporter activity
0005352	alpha-glucoside:hydrogen symporter activity
0005353	fructose transmembrane transporter activity
0005354	galactose transmembrane transporter activity
0005355	glucose transmembrane transporter activity
0005356	hydrogen:glucose symporter activity
0005358	high-affinity hydrogen:glucose symporter activity
0005360	insulin-responsive hydrogen:glucose symporter activity
0005362	low-affinity glucose:sodium symporter activity
0005363	maltose transmembrane transporter activity
0005364	maltose:hydrogen symporter activity
0005365	myo-inositol transmembrane transporter activity
0005366	myo-inositol:hydrogen symporter activity
0005367	myo-inositol:sodium symporter activity
0005368	taurine transmembrane transporter activity
0005369	taurine:sodium symporter activity
0005371	tricarboxylate secondary active transmembrane transporter activity
0005372	water transmembrane transporter activity
0005375	copper ion transmembrane transporter activity
0005381	iron ion transmembrane transporter activity
0005384	manganese ion transmembrane transporter activity
0005385	zinc ion transmembrane transporter activity
0005388	calcium-transporting ATPase activity
0005391	sodium:potassium-exchanging ATPase activity
0005402	cation:sugar symporter activity
0005412	glucose:sodium symporter activity
0005415	nucleoside:sodium symporter activity
0005416	cation:amino acid symporter activity
0005427	proton-dependent oligopeptide secondary active transmembrane transporter activity
0005430	synaptic vesicle amine transmembrane transporter activity
0005432	calcium:sodium antiporter activity
0005436	sodium:phosphate symporter activity
0005451	monovalent cation:hydrogen antiporter activity
0005452	inorganic anion exchanger activity
0005456	CMP-N-acetylneuraminate transmembrane transporter activity
0005457	GDP-fucose transmembrane transporter activity
0005458	GDP-mannose transmembrane transporter activity
0005459	UDP-galactose transmembrane transporter activity
0005460	UDP-glucose transmembrane transporter activity
0005461	UDP-glucuronic acid transmembrane transporter activity
0005462	UDP-N-acetylglucosamine transmembrane transporter activity
0005463	UDP-N-acetylgalactosamine transmembrane transporter activity
0005464	UDP-xylose transmembrane transporter activity
0005469	succinate:fumarate antiporter activity
0005471	ATP:ADP antiporter activity
0005476	carnitine:acyl carnitine antiporter activity
0005477	pyruvate secondary active transmembrane transporter activity
0005483	soluble NSF attachment protein activity
0005484	SNAP receptor activity
0005487	nucleocytoplasmic transporter activity
0005488	binding
0005496	steroid binding
0005497	androgen binding
0005499	vitamin D binding
0005500	juvenile hormone binding
0005501	retinoid binding
0005502	11-cis retinal binding
0005503	all-trans retinal binding
0005504	fatty acid binding
0005506	iron ion binding
0005507	copper ion binding
0005509	calcium ion binding
0005515	protein binding
0005516	calmodulin binding
0005518	collagen binding
0005519	cytoskeletal regulatory protein binding
0005520	insulin-like growth factor binding
0005521	lamin binding
0005522	profilin binding
0005523	tropomyosin binding
0005524	ATP binding
0005525	GTP binding
0005527	macrolide binding
0005528	FK506 binding
0005534	galactose binding
0005536	glucose binding
0005537	mannose binding
0005539	glycosaminoglycan binding
0005540	hyaluronic acid binding
0005542	folic acid binding
0005543	phospholipid binding
0005544	calcium-dependent phospholipid binding
0005545	1-phosphatidylinositol binding
0005546	phosphatidylinositol-4,5-bisphosphate binding
0005547	phosphatidylinositol-3,4,5-trisphosphate binding
0005548	phospholipid transporter activity
0005549	odorant binding
0005550	pheromone binding
0008009	chemokine activity
0008010	structural constituent of chitin-based larval cuticle
0008011	structural constituent of pupal chitin-based cuticle
0008013	beta-catenin binding
0008017	microtubule binding
0008020	G-protein coupled photoreceptor activity
0008022	protein C-terminus binding
0008026	ATP-dependent helicase activity
0008028	monocarboxylic acid transmembrane transporter activity
0008029	pentraxin receptor activity
0008035	high-density lipoprotein particle binding
0008036	diuretic hormone receptor activity
0008046	axon guidance receptor activity
0008047	enzyme activator activity
0008048	calcium sensitive guanylate cyclase activator activity
0008060	ARF GTPase activator activity
0008061	chitin binding
0008066	glutamate receptor activity
0008068	extracellular-glutamate-gated chloride channel activity
0008073	ornithine decarboxylase inhibitor activity
0008079	translation termination factor activity
0008080	N-acetyltransferase activity
0008081	phosphoric diester hydrolase activity
0008083	growth factor activity
0008084	imaginal disc growth factor receptor binding
0008086	light-activated voltage-gated calcium channel activity
0008092	cytoskeletal protein binding
0008093	cytoskeletal adaptor activity
0008094	DNA-dependent ATPase activity
0008096	juvenile hormone epoxide hydrolase activity
0008097	5S rRNA binding
0008098	5S rRNA primary transcript binding
0008106	alcohol dehydrogenase (NADP+) activity
0008107	galactoside 2-alpha-L-fucosyltransferase activity
0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity
0008109	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity
0008111	alpha-methylacyl-CoA racemase activity
0008112	nicotinamide N-methyltransferase activity
0008113	peptide-methionine (S)-S-oxide reductase activity
0008115	sarcosine oxidase activity
0008116	prostaglandin-I synthase activity
0008117	sphinganine-1-phosphate aldolase activity
0008118	N-acetyllactosaminide alpha-2,3-sialyltransferase activity
0008119	thiopurine S-methyltransferase activity
0008120	ceramide glucosyltransferase activity
0008121	ubiquinol-cytochrome-c reductase activity
0008123	cholesterol 7-alpha-monooxygenase activity
0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity
0008126	acetylesterase activity
0008127	quercetin 2,3-dioxygenase activity
0008131	primary amine oxidase activity
0008134	transcription factor binding
0008135	translation factor activity, nucleic acid binding
0008137	NADH dehydrogenase (ubiquinone) activity
0008138	protein tyrosine/serine/threonine phosphatase activity
0008139	nuclear localization sequence binding
0008140	cAMP response element binding protein binding
0008142	oxysterol binding
0008143	poly(A) RNA binding
0008144	drug binding
0008146	sulfotransferase activity
0008147	structural constituent of bone
0008157	protein phosphatase 1 binding
0008158	hedgehog receptor activity
0008160	protein tyrosine phosphatase activator activity
0008168	methyltransferase activity
0008169	C-methyltransferase activity
0008170	N-methyltransferase activity
0008171	O-methyltransferase activity
0008172	S-methyltransferase activity
0008173	RNA methyltransferase activity
0008174	mRNA methyltransferase activity
0008175	tRNA methyltransferase activity
0008176	tRNA (guanine-N7-)-methyltransferase activity
0008177	succinate dehydrogenase (ubiquinone) activity
0008179	adenylate cyclase binding
0008184	glycogen phosphorylase activity
0008186	RNA-dependent ATPase activity
0008187	poly-pyrimidine tract binding
0008188	neuropeptide receptor activity
0008190	eukaryotic initiation factor 4E binding
0008191	metalloendopeptidase inhibitor activity
0008192	RNA guanylyltransferase activity
0008193	tRNA guanylyltransferase activity
0008194	UDP-glycosyltransferase activity
0008195	phosphatidate phosphatase activity
0008198	ferrous iron binding
0008199	ferric iron binding
0008200	ion channel inhibitor activity
0008201	heparin binding
0008226	tyramine receptor activity
0008227	G-protein coupled amine receptor activity
0008233	peptidase activity
0008234	cysteine-type peptidase activity
0008235	metalloexopeptidase activity
0008236	serine-type peptidase activity
0008237	metallopeptidase activity
0008238	exopeptidase activity
0008239	dipeptidyl-peptidase activity
0008240	tripeptidyl-peptidase activity
0008241	peptidyl-dipeptidase activity
0008242	omega peptidase activity
0008251	tRNA-specific adenosine deaminase activity
0008252	nucleotidase activity
0008253	5'-nucleotidase activity
0008254	3'-nucleotidase activity
0008255	ecdysis-triggering hormone activity
0008260	3-oxoacid CoA-transferase activity
0008261	allatostatin receptor activity
0008262	importin-alpha export receptor activity
0008263	pyrimidine-specific mismatch base pair DNA N-glycosylase activity
0008265	Mo-molybdopterin cofactor sulfurase activity
0008266	poly(U) RNA binding
0008267	poly-glutamine tract binding
0008269	JAK pathway signal transduction adaptor activity
0008270	zinc ion binding
0008271	secondary active sulfate transmembrane transporter activity
0008273	calcium, potassium:sodium antiporter activity
0008276	protein methyltransferase activity
0008281	sulfonylurea receptor activity
0008289	lipid binding
0008294	calcium- and calmodulin-responsive adenylate cyclase activity
0008296	3'-5'-exodeoxyribonuclease activity
0008297	single-stranded DNA specific exodeoxyribonuclease activity
0008301	DNA binding, bending
0008307	structural constituent of muscle
0008308	voltage-gated anion channel activity
0008309	double-stranded DNA specific exodeoxyribonuclease activity
0008310	single-stranded DNA specific 3'-5' exodeoxyribonuclease activity
0008311	double-stranded DNA specific 3'-5' exodeoxyribonuclease activity
0008312	7S RNA binding
0008316	structural constituent of vitelline membrane
0008318	protein prenyltransferase activity
0008320	protein transmembrane transporter activity
0008321	Ral guanyl-nucleotide exchange factor activity
0008324	cation transmembrane transporter activity
0008327	methyl-CpG binding
0008329	signaling pattern recognition receptor activity
0008330	protein tyrosine/threonine phosphatase activity
0008331	high voltage-gated calcium channel activity
0008332	low voltage-gated calcium channel activity
0008336	gamma-butyrobetaine dioxygenase activity
0008349	MAP kinase kinase kinase kinase activity
0008353	RNA polymerase II carboxy-terminal domain kinase activity
0008373	sialyltransferase activity
0008374	O-acyltransferase activity
0008375	acetylglucosaminyltransferase activity
0008376	acetylgalactosaminyltransferase activity
0008378	galactosyltransferase activity
0008379	thioredoxin peroxidase activity
0008381	mechanically-gated ion channel activity
0008384	IkappaB kinase activity
0008386	cholesterol monooxygenase (side-chain-cleaving) activity
0008387	steroid 7-alpha-hydroxylase activity
0008389	coumarin 7-hydroxylase activity
0008390	testosterone 16-alpha-hydroxylase activity
0008391	arachidonic acid monooxygenase activity
0008392	arachidonic acid epoxygenase activity
0008395	steroid hydroxylase activity
0008396	oxysterol 7-alpha-hydroxylase activity
0008397	sterol 12-alpha-hydroxylase activity
0008398	sterol 14-demethylase activity
0008401	retinoic acid 4-hydroxylase activity
0008403	25-hydroxycholecalciferol-24-hydroxylase activity
0008404	arachidonic acid 14,15-epoxygenase activity
0008405	arachidonic acid 11,12-epoxygenase activity
0008408	3'-5' exonuclease activity
0008409	5'-3' exonuclease activity
0008410	CoA-transferase activity
0008412	4-hydroxybenzoate octaprenyltransferase activity
0008413	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity
0008417	fucosyltransferase activity
0008418	protein-N-terminal asparagine amidohydrolase activity
0008419	RNA lariat debranching enzyme activity
0008420	CTD phosphatase activity
0008422	beta-glucosidase activity
0008424	glycoprotein 6-alpha-L-fucosyltransferase activity
0008425	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity
0008426	protein kinase C inhibitor activity
0008427	calcium-dependent protein kinase inhibitor activity
0008428	ribonuclease inhibitor activity
0008429	phosphatidylethanolamine binding
0008430	selenium binding
0008431	vitamin E binding
0008432	JUN kinase binding
0008434	calcitriol receptor activity
0008437	thyrotropin-releasing hormone activity
0008440	inositol-1,4,5-trisphosphate 3-kinase activity
0008441	3'(2'),5'-bisphosphate nucleotidase activity
0008442	3-hydroxyisobutyrate dehydrogenase activity
0008443	phosphofructokinase activity
0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
0008445	D-aspartate oxidase activity
0008446	GDP-mannose 4,6-dehydratase activity
0008447	L-ascorbate oxidase activity
0008448	N-acetylglucosamine-6-phosphate deacetylase activity
0008449	N-acetylglucosamine-6-sulfatase activity
0008452	RNA ligase activity
0008453	alanine-glyoxylate transaminase activity
0008454	alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity
0008455	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity
0008456	alpha-N-acetylgalactosaminidase activity
0008457	beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,3-acetylglucosaminyltransferase activity
0008458	carnitine O-octanoyltransferase activity
0008459	chondroitin 6-sulfotransferase activity
0008460	dTDP-glucose 4,6-dehydratase activity
0008465	glycerate dehydrogenase activity
0008466	glycogenin glucosyltransferase activity
0008467	[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity
0008469	histone-arginine N-methyltransferase activity
0008470	isovaleryl-CoA dehydrogenase activity
0008474	palmitoyl-(protein) hydrolase activity
0008475	procollagen-lysine 5-dioxygenase activity
0008476	protein-tyrosine sulfotransferase activity
0008477	purine nucleosidase activity
0008478	pyridoxal kinase activity
0008479	queuine tRNA-ribosyltransferase activity
0008480	sarcosine dehydrogenase activity
0008481	sphinganine kinase activity
0008482	sulfite oxidase activity
0008483	transaminase activity
0008484	sulfuric ester hydrolase activity
0008486	diphosphoinositol-polyphosphate diphosphatase activity
0008488	gamma-glutamyl carboxylase activity
0008489	UDP-galactose:glucosylceramide beta-1,4-galactosyltransferase activity
0008490	arsenite secondary active transmembrane transporter activity
0008493	tetracycline transporter activity
0008494	translation activator activity
0008495	protoheme IX farnesyltransferase activity
0008499	UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity
0008502	melatonin receptor activity
0008503	benzodiazepine receptor activity
0008504	monoamine transmembrane transporter activity
0008506	sucrose:hydrogen symporter activity
0008507	sodium:iodide symporter activity
0008508	bile acid:sodium symporter activity
0008509	anion transmembrane transporter activity
0008510	sodium:bicarbonate symporter activity
0008511	sodium:potassium:chloride symporter activity
0008512	sulfate:hydrogen symporter activity
0008513	secondary active organic cation transmembrane transporter activity
0008514	organic anion transmembrane transporter activity
0008515	sucrose transmembrane transporter activity
0008516	hexose uniporter activity
0008517	folic acid transporter activity
0008518	reduced folate carrier activity
0008519	ammonium transmembrane transporter activity
0008520	L-ascorbate:sodium symporter activity
0008521	acetyl-CoA transporter activity
0008523	sodium-dependent multivitamin transmembrane transporter activity
0008524	glucose 6-phosphate:phosphate antiporter activity
0008525	phosphatidylcholine transporter activity
0008526	phosphatidylinositol transporter activity
0008527	taste receptor activity
0008528	G-protein coupled peptide receptor activity
0008531	riboflavin kinase activity
0008532	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity
0008534	oxidized purine nucleobase lesion DNA N-glycosylase activity
0008536	Ran GTPase binding
0008545	JUN kinase kinase activity
0008551	cadmium-exporting ATPase activity
0008553	hydrogen-exporting ATPase activity, phosphorylative mechanism
0008554	sodium-exporting ATPase activity, phosphorylative mechanism
0008555	chloride-transporting ATPase activity
0008556	potassium-transporting ATPase activity
0008559	xenobiotic-transporting ATPase activity
0008565	protein transporter activity
0008568	microtubule-severing ATPase activity
0008569	minus-end-directed microtubule motor activity
0008574	plus-end-directed microtubule motor activity
0008579	JUN kinase phosphatase activity
0008597	calcium-dependent protein serine/threonine phosphatase regulator activity
0008599	protein phosphatase type 1 regulator activity
0008601	protein phosphatase type 2A regulator activity
0008603	cAMP-dependent protein kinase regulator activity
0008607	phosphorylase kinase regulator activity
0008609	alkylglycerone-phosphate synthase activity
0008613	diuretic hormone activity
0008641	small protein activating enzyme activity
0008649	rRNA methyltransferase activity
0008650	rRNA (uridine-2'-O-)-methyltransferase activity
0008656	cysteine-type endopeptidase activator activity involved in apoptotic process
0008657	DNA topoisomerase (ATP-hydrolyzing) inhibitor activity
0008658	penicillin binding
0008660	1-aminocyclopropane-1-carboxylate deaminase activity
0008661	1-deoxy-D-xylulose-5-phosphate synthase activity
0008662	1-phosphofructokinase activity
0008663	2',3'-cyclic-nucleotide 2'-phosphodiesterase activity
0008664	2'-5'-RNA ligase activity
0008665	2'-phosphotransferase activity
0008666	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity
0008667	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity
0008668	(2,3-dihydroxybenzoyl)adenylate synthase activity
0008670	2,4-dienoyl-CoA reductase (NADPH) activity
0008671	2-dehydro-3-deoxygalactonokinase activity
0008672	2-dehydro-3-deoxyglucarate aldolase activity
0008673	2-dehydro-3-deoxygluconokinase activity
0008674	2-dehydro-3-deoxy-6-phosphogalactonate aldolase activity
0008675	2-dehydro-3-deoxy-phosphogluconate aldolase activity
0008676	3-deoxy-8-phosphooctulonate synthase activity
0008677	2-dehydropantoate 2-reductase activity
0008679	2-hydroxy-3-oxopropionate reductase activity
0008681	2-octaprenyl-6-methoxyphenol hydroxylase activity
0008682	2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity
